source_file,tweet_id,tweet_url,analytics_url,author_profile_url,author_name,author_handle,tweet_date_raw,tweet_date,replying_to_raw,tweet_text,tweet_text_display,tweet_text_model,mentions,hashtags,emojis,contains_simci,likes,reposts,comments,views,engagement_signal_count,engagement_confidence,engagement_raw_positions,engagement_raw_values,sentiment,sentiment_positive,sentiment_neutral,sentiment_negative,sentiment_label_es,emotion,emotion_label_es,emotion_anger,emotion_disgust,emotion_fear,emotion_joy,emotion_others,emotion_sadness,emotion_surprise,simci_stance,simci_stance_label_es,sentiment_simci_adjusted,sentiment_simci_adjusted_label_es
x-2026-02-09.csv,1897840172672180494,https://x.com/LuisXIV76033413/status/1897840172672180494,https://x.com/LuisXIV76033413/status/1897840172672180494/analytics,https://x.com/LuisXIV76033413,Luis XIV,@LuisXIV76033413,"Mar 6, 2025",2025-03-06,Replying to @mindefensa @PedroSanchezCol and 9 others,"@mindefensa Por eso es que van a descertificar a Colombia, el ministro de defensa recibio un dulce envenenado, solo la erradicación forzada podra reducir ese mapa del @PedroSanchezCol SIMCI","@mindefensa Por eso es que van a descertificar a Colombia, el ministro de defensa recibio un dulce envenenado, solo la erradicación forzada podra reducir ese mapa del @PedroSanchezCol SIMCI","Por eso es que van a descertificar a Colombia, el ministro de defensa recibio un dulce envenenado, solo la erradicación forzada podra reducir ese mapa del SIMCI",@PedroSanchezCol|@mindefensa,,,True,9,2,0,312,2,medium,"col_19,col_32","2,9",NEG,0.010546717792749405,0.08399537950754166,0.9054579734802246,Negativo,anger,Enojo,0.5505432486534119,0.08633394539356232,0.0043095690198242664,0.004572554491460323,0.18649040162563324,0.1645982414484024,0.0031520940829068422,neutral,Neutral Sobre SIMCI,NEG,Negativo
x-2026-02-09.csv,1894419935159267840,https://x.com/Analitico797/status/1894419935159267840,https://x.com/Analitico797/status/1894419935159267840/analytics,https://x.com/Analitico797,Néstor Quiroz.,@Analitico797,"Feb 25, 2025",2025-02-25,Replying to @Mamertos0,@Mamertos0 150 mil desplazados minjusticia 287 mil HT de coca GAOs en 27 deptos GAOs incremento 38% MDN 2500 niños reclutados ICBF Municipio con más cultivos ilegales en el SIMCI 33mil Ht Secuestro incremento 295% MDN Extorsión incremento 240% MDN SON datos y hay q darlos. SIMCI 🍃 🌎,@Mamertos0 150 mil desplazados minjusticia 287 mil HT de coca GAOs en 27 deptos GAOs incremento 38% MDN 2500 niños reclutados ICBF Municipio con más cultivos ilegales en el SIMCI 33mil Ht Secuestro incremento 295% MDN Extorsión incremento 240% MDN SON datos y hay q darlos. SIMCI 🍃 🌎,150 mil desplazados minjusticia 287 mil HT de coca GAOs en 27 deptos GAOs incremento 38% MDN 2500 niños reclutados ICBF Municipio con más cultivos ilegales en el SIMCI 33mil Ht Secuestro incremento 295% MDN Extorsión incremento 240% MDN SON datos y hay q darlos. SIMCI,@Mamertos0,,🌎🍃,True,2,1,0,52,2,medium,"col_19,col_32","1,2",NEG,0.0453246645629406,0.3784511685371399,0.5762242078781128,Negativo,anger,Enojo,0.5767589211463928,0.09461723268032074,0.00585180101916194,0.00680159917101264,0.2739827632904053,0.035022836178541183,0.006964800413697958,neutral,Neutral Sobre SIMCI,NEG,Negativo
x-2026-02-09.csv,1887878252863135981,https://x.com/luzeguevarapro/status/1887878252863135981,https://x.com/luzeguevarapro/status/1887878252863135981/analytics,https://x.com/luzeguevarapro,Luzvaran,@luzeguevarapro,"Feb 7, 2025",2025-02-07,Replying to @FelipeCamposPC,"COL. En el año 2023 los cultivos de Coca rompieron record con 253.000 hectáreas. El Sistema Integrado de Monitoreo de Cultivos Ilícitos ( )de la ONU revela que, a 2023, en la coca creció en 16 de 19 departamentos donde hay reportes de siembra. Abro @FelipeCamposPC Simci Y el sol sale de noche... la economía oscura en este pais no existe y no tiene nada que ver que las cifras de siembra, produccion y exportación de l producto mas perseguido de esta tierra este multiplicandose. Si... bueno ese dinero no entra al país, no corre en la calle, etc... Luzvaran @luzeguevarapro 🇨🇴 🧵","COL. En el año 2023 los cultivos de Coca rompieron record con 253.000 hectáreas. El Sistema Integrado de Monitoreo de Cultivos Ilícitos ( )de la ONU revela que, a 2023, en la coca creció en 16 de 19 departamentos donde hay reportes de siembra. Abro @FelipeCamposPC Simci Y el sol sale de noche... la economía oscura en este pais no existe y no tiene nada que ver que las cifras de siembra, produccion y exportación de l producto mas perseguido de esta tierra este multiplicandose. Si... bueno ese dinero no entra al país, no corre en la calle, etc... Luzvaran @luzeguevarapro 🇨🇴 🧵","COL. En el año 2023 los cultivos de Coca rompieron record con 253.000 hectáreas. El Sistema Integrado de Monitoreo de Cultivos Ilícitos ( )de la ONU revela que, a 2023, en la coca creció en 16 de 19 departamentos donde hay reportes de siembra. Abro Simci Y el sol sale de noche... la economía oscura en este pais no existe y no tiene nada que ver que las cifras de siembra, produccion y exportación de l producto mas perseguido de esta tierra este multiplicandose. Si... bueno ese dinero no entra al país, no corre en la calle, etc... Luzvaran",@FelipeCamposPC|@luzeguevarapro,,🇨🇴🧵,True,4,2,1,253,3,high,"col_19,col_32,col_33","1,2,4",NEG,0.01086923573166132,0.16101297736167908,0.8281177878379822,Negativo,sadness,Tristeza,0.2903818190097809,0.07200803607702255,0.007915940135717392,0.00834407564252615,0.25914910435676575,0.3508060574531555,0.011394939385354519,neutral,Neutral Sobre SIMCI,NEG,Negativo
x-2026-02-09.csv,1885423871559643293,https://x.com/mlug65/status/1885423871559643293,https://x.com/mlug65/status/1885423871559643293/analytics,https://x.com/mlug65,maria urbina,@mlug65,"Jan 31, 2025",2025-01-31,Replying to @mlug65 and @storiamili,@mlug65 @storiamili Sistema integral de monitoreo de cultivos ilicitos. 😉,@mlug65 @storiamili Sistema integral de monitoreo de cultivos ilicitos. 😉,Sistema integral de monitoreo de cultivos ilicitos.,@mlug65|@storiamili,,😉,False,0,0,0,11,0,none,,,NEU,0.10162177681922913,0.7853988409042358,0.11297933012247086,Neutral,others,Otros,0.0016755589749664068,0.0005248865927569568,0.0010810986859723926,0.0016125062247738242,0.9924501180648804,0.0007771975942887366,0.0018786285072565079,no_menciona,No Menciona SIMCI,NEU,Neutral
x-2026-02-09.csv,1883908609618448631,https://x.com/Mar75Lopez/status/1883908609618448631,https://x.com/Mar75Lopez/status/1883908609618448631/analytics,https://x.com/Mar75Lopez,Mar López,@Mar75Lopez,"Jan 27, 2025",2025-01-27,Replying to @juancamiloredi and @NicolasPineda86,"@juancamiloredi @NicolasPineda86 Eliminación de ayudas, de cooperación USAID, SIMCI, entre otras","@juancamiloredi @NicolasPineda86 Eliminación de ayudas, de cooperación USAID, SIMCI, entre otras","Eliminación de ayudas, de cooperación USAID, SIMCI, entre otras",@NicolasPineda86|@juancamiloredi,,,True,3,0,0,124,1,low,col_19,3,NEG,0.03382829949259758,0.3131576478481293,0.653014063835144,Negativo,others,Otros,0.004348622169345617,0.0015907122287899256,0.0011517164530232549,0.0025579824578016996,0.9843236804008484,0.0034160390496253967,0.0026113027706742287,neutral,Neutral Sobre SIMCI,NEG,Negativo
x-2026-02-09.csv,1883196846191124683,https://x.com/Analitico797/status/1883196846191124683,https://x.com/Analitico797/status/1883196846191124683/analytics,https://x.com/Analitico797,Néstor Quiroz.,@Analitico797,"Jan 25, 2025",2025-01-25,Replying to @AlfredodelaA and @petrogustavo,@AlfredodelaA @petrogustavo Y también es el presidente cuando alcanzó las 287mil Ht de de coca. No 1 en el mundo en cultivos ilícitos 1800Tn métricas x año. Esos datos también hay q dárselos 🇨🇴 a su mesías. (Datos SIMCI). 🍃,@AlfredodelaA @petrogustavo Y también es el presidente cuando alcanzó las 287mil Ht de de coca. No 1 en el mundo en cultivos ilícitos 1800Tn métricas x año. Esos datos también hay q dárselos 🇨🇴 a su mesías. (Datos SIMCI). 🍃,Y también es el presidente cuando alcanzó las 287mil Ht de de coca. No 1 en el mundo en cultivos ilícitos 1800Tn métricas x año. Esos datos también hay q dárselos a su mesías. (Datos SIMCI).,@AlfredodelaA|@petrogustavo,,🇨🇴🍃,True,4,2,0,127,2,medium,"col_19,col_32","2,4",NEG,0.05991285666823387,0.38072285056114197,0.5593643188476562,Negativo,others,Otros,0.3316439688205719,0.05300077795982361,0.004209236241877079,0.005132581572979689,0.5839809775352478,0.01244389172643423,0.009588586166501045,neutral,Neutral Sobre SIMCI,NEG,Negativo
x-2026-02-08.csv,1882805397637177548,https://x.com/hernancadavidma/status/1882805397637177548,https://x.com/hernancadavidma/status/1882805397637177548/analytics,https://x.com/hernancadavidma,Hernán Cadavid,@hernancadavidma,"Jan 24, 2025",2025-01-24,Replying to @hernancadavidma @PGN_COL and 2 others,"@hernancadavidma 4. Para 2024 @PGN_COL @petrogustavo redujo en 50% meta de erradicación de cultivos ilícitos, pese a que EEUU advirtió que no era el momento para hacerlo En 2022 y 2023 el área sembrada con coca aumentó el 10%, alcanzando las 253.000 hectáreas en el territorio nacional, según SIMCI","@hernancadavidma 4. Para 2024 @PGN_COL @petrogustavo redujo en 50% meta de erradicación de cultivos ilícitos, pese a que EEUU advirtió que no era el momento para hacerlo En 2022 y 2023 el área sembrada con coca aumentó el 10%, alcanzando las 253.000 hectáreas en el territorio nacional, según SIMCI","4. Para 2024 redujo en 50% meta de erradicación de cultivos ilícitos, pese a que EEUU advirtió que no era el momento para hacerlo En 2022 y 2023 el área sembrada con coca aumentó el 10%, alcanzando las 253.000 hectáreas en el territorio nacional, según SIMCI",@PGN_COL|@hernancadavidma|@petrogustavo,,,True,69,51,1,1000,3,high,"col_18,col_31,col_32","1,51,69",NEU,0.10108254849910736,0.5966029763221741,0.3023145794868469,Neutral,others,Otros,0.006615641992539167,0.0028938211034983397,0.0032405706588178873,0.008817542344331741,0.9362471699714661,0.03593900427222252,0.006246199365705252,neutral,Neutral Sobre SIMCI,NEU,Neutral
x-2026-02-09.csv,1882552755086110976,https://x.com/UEenPeru/status/1882552755086110976,https://x.com/UEenPeru/status/1882552755086110976/analytics,https://x.com/UEenPeru,Unión Europea en Perú,@UEenPeru,"Jan 23, 2025",2025-01-23,,"#UniónEuropea Como parte del apoyo de la en lucha contra las drogas y crimen organizado en Perú @UNODC_PERU, el @DEVIDAPERU presentó resultados de estudio sobre la Dinámica de los Cultivos de Coca en Perú junto SIMCI y DIRANDRO. Conoce más aquí 🇪🇺 🇵🇪 👉🏾","#UniónEuropea Como parte del apoyo de la en lucha contra las drogas y crimen organizado en Perú @UNODC_PERU, el @DEVIDAPERU presentó resultados de estudio sobre la Dinámica de los Cultivos de Coca en Perú junto SIMCI y DIRANDRO. Conoce más aquí 🇪🇺 🇵🇪 👉🏾","UniónEuropea Como parte del apoyo de la en lucha contra las drogas y crimen organizado en Perú , el presentó resultados de estudio sobre la Dinámica de los Cultivos de Coca en Perú junto SIMCI y DIRANDRO. Conoce más aquí",@DEVIDAPERU|@UNODC_PERU,#UniónEuropea,🇪🇺🇵🇪👉🏾,True,5,2,0,421,2,medium,"col_19,col_32","2,5",NEU,0.30026349425315857,0.6052519679069519,0.09448464214801788,Neutral,others,Otros,0.0009857813129201531,0.0008545541786588728,0.0010285746539011598,0.024563103914260864,0.9698252081871033,0.0008049131720326841,0.0019379472360014915,neutral,Neutral Sobre SIMCI,NEU,Neutral
x-2026-02-09.csv,1880429894477435305,https://x.com/Analitico797/status/1880429894477435305,https://x.com/Analitico797/status/1880429894477435305/analytics,https://x.com/Analitico797,Néstor Quiroz.,@Analitico797,"Jan 17, 2025",2025-01-17,Replying to @GustavoBolivar,"@GustavoBolivar También hay 287mil Ht de de coca 35% aumentaron los GAO MDN, la extorsión 325% secuestro 270% Minjusticia aumentaron el país hoy más violento y criminal también gracias a su mesías y el desgobierno del cambio. Cifras y datos q si tienen fuente estatal. SIMCI 🍃","@GustavoBolivar También hay 287mil Ht de de coca 35% aumentaron los GAO MDN, la extorsión 325% secuestro 270% Minjusticia aumentaron el país hoy más violento y criminal también gracias a su mesías y el desgobierno del cambio. Cifras y datos q si tienen fuente estatal. SIMCI 🍃","También hay 287mil Ht de de coca 35% aumentaron los GAO MDN, la extorsión 325% secuestro 270% Minjusticia aumentaron el país hoy más violento y criminal también gracias a su mesías y el desgobierno del cambio. Cifras y datos q si tienen fuente estatal. SIMCI",@GustavoBolivar,,🍃,True,0,0,0,14,0,none,,,NEG,0.018363304436206818,0.10648239403963089,0.8751542568206787,Negativo,anger,Enojo,0.8175252079963684,0.14310188591480255,0.002554922131821513,0.0010273883817717433,0.020976519212126732,0.013217933475971222,0.0015962196048349142,neutral,Neutral Sobre SIMCI,NEG,Negativo
x-2026-02-09.csv,1878466890948837517,https://x.com/JavierBarreraA/status/1878466890948837517,https://x.com/JavierBarreraA/status/1878466890948837517/analytics,https://x.com/JavierBarreraA,Javier Barrera,@JavierBarreraA,"Jan 12, 2025",2025-01-12,,¿Y el? Simci,¿Y el? Simci,¿Y el? Simci,,,,True,0,0,0,26,0,none,,,NEU,0.02971125766634941,0.6029540300369263,0.3673346936702728,Neutral,others,Otros,0.0008908460731618106,0.0008851391030475497,0.0017767137615010142,0.0027789019513875246,0.9777426719665527,0.0009286737767979503,0.014996979385614395,neutral,Neutral Sobre SIMCI,NEU,Neutral
x-2026-02-09.csv,1877338030794535099,https://x.com/raitello/status/1877338030794535099,https://x.com/raitello/status/1877338030794535099/analytics,https://x.com/raitello,Raimundo Tello,@raitello,"Jan 9, 2025",2025-01-09,,"Primicia: las respuestas que le envió la ONU al Gobierno Petro sobre la cuestionada metodología del informe de drogas. Desde la Unodc, le contestaron al Ministerio de Justicia un cuestionario sobre la exactitud del informe Primicia: las respuestas que le envió la ONU al Gobierno Petro sobre la cuestionada metodología del... Simci From eltiempo.com","Primicia: las respuestas que le envió la ONU al Gobierno Petro sobre la cuestionada metodología del informe de drogas. Desde la Unodc, le contestaron al Ministerio de Justicia un cuestionario sobre la exactitud del informe Primicia: las respuestas que le envió la ONU al Gobierno Petro sobre la cuestionada metodología del... Simci From eltiempo.com","Primicia: las respuestas que le envió la ONU al Gobierno Petro sobre la cuestionada metodología del informe de drogas. Desde la Unodc, le contestaron al Ministerio de Justicia un cuestionario sobre la exactitud del informe Primicia: las respuestas que le envió la ONU al Gobierno Petro sobre la cuestionada metodología del... Simci From eltiempo.com",,,,True,1,0,0,128,1,low,col_19,1,NEU,0.10947243124246597,0.7010188698768616,0.18950867652893066,Neutral,others,Otros,0.0014049968449398875,0.00039889701292850077,0.0010013891151174903,0.000575440819375217,0.992821991443634,0.0008802522788755596,0.0029170294292271137,neutral,Neutral Sobre SIMCI,NEU,Neutral
x-2026-02-09.csv,1875899248585359701,https://x.com/Rafangulo/status/1875899248585359701,https://x.com/Rafangulo/status/1875899248585359701/analytics,https://x.com/Rafangulo,Arq. Rafael Angulo H,@Rafangulo,"Jan 5, 2025",2025-01-05,Replying to @tcherassi2 and @AlejandroChar,"@AlejandroChar @tcherassi2 @petrogustavo Puedes tener razón, pero deberías aplicar mismo rasero para medir criminalidad, y delincuencia en Colombia. Presentar cómo se han incrementado cultivos ilícitos, masacres y tráfico de drogas durante el gobierno de tu admirado incaPAZ. Revisa estadísticas del SIMCI INDEPAZ","@AlejandroChar @tcherassi2 @petrogustavo Puedes tener razón, pero deberías aplicar mismo rasero para medir criminalidad, y delincuencia en Colombia. Presentar cómo se han incrementado cultivos ilícitos, masacres y tráfico de drogas durante el gobierno de tu admirado incaPAZ. Revisa estadísticas del SIMCI INDEPAZ","Puedes tener razón, pero deberías aplicar mismo rasero para medir criminalidad, y delincuencia en Colombia. Presentar cómo se han incrementado cultivos ilícitos, masacres y tráfico de drogas durante el gobierno de tu admirado incaPAZ. Revisa estadísticas del SIMCI INDEPAZ",@AlejandroChar|@petrogustavo|@tcherassi2,,,True,1,0,0,39,1,low,col_19,1,NEG,0.036843441426754,0.19354130327701569,0.7696152925491333,Negativo,anger,Enojo,0.5323891043663025,0.054564218968153,0.00405064458027482,0.0026166525203734636,0.38903746008872986,0.014001335017383099,0.0033406477887183428,neutral,Neutral Sobre SIMCI,NEG,Negativo
x-2026-02-09.csv,1874107579267506489,https://x.com/Analitico797/status/1874107579267506489,https://x.com/Analitico797/status/1874107579267506489/analytics,https://x.com/Analitico797,Néstor Quiroz.,@Analitico797,"Dec 31, 2024",2024-12-31,Replying to @alfredosaadev,"@alfredosaadev Pastor demagogo y psiquiátrico, su fuente imagino es wikipedia o Facebook le dejo algunas que si tienen fuente oficial, 287 mil Ht de de coca ( ) más de 800 menores reclutados ilegalmente (Minjusticia) 164 masacres (indepaz) GAOs 35% + terroristas (MDN) lea es gratis. SIMCI 🍃","@alfredosaadev Pastor demagogo y psiquiátrico, su fuente imagino es wikipedia o Facebook le dejo algunas que si tienen fuente oficial, 287 mil Ht de de coca ( ) más de 800 menores reclutados ilegalmente (Minjusticia) 164 masacres (indepaz) GAOs 35% + terroristas (MDN) lea es gratis. SIMCI 🍃","Pastor demagogo y psiquiátrico, su fuente imagino es wikipedia o Facebook le dejo algunas que si tienen fuente oficial, 287 mil Ht de de coca ( ) más de 800 menores reclutados ilegalmente (Minjusticia) 164 masacres (indepaz) GAOs 35% + terroristas (MDN) lea es gratis. SIMCI",@alfredosaadev,,🍃,True,1,1,0,54,2,medium,"col_19,col_32","1,1",NEG,0.018346453085541725,0.1828162968158722,0.7988372445106506,Negativo,anger,Enojo,0.8261406421661377,0.1475263386964798,0.002087640343233943,0.0009208484552800655,0.015912722796201706,0.005811696406453848,0.0016001450130715966,neutral,Neutral Sobre SIMCI,NEG,Negativo
x-2026-02-09.csv,1873815050861109324,https://x.com/GSNoticiascol/status/1873815050861109324,https://x.com/GSNoticiascol/status/1873815050861109324/analytics,https://x.com/GSNoticiascol,GS Noticias,@GSNoticiascol,"Dec 30, 2024",2024-12-30,,"#Córdoba | En el Nudo del Paramillo serían 11 mil hectáreas las repobladas con coca, según los datos arrojados por el Sistema Integrado de Monitoreo de Cultivos Ilícitos ( ). SIMCI","#Córdoba | En el Nudo del Paramillo serían 11 mil hectáreas las repobladas con coca, según los datos arrojados por el Sistema Integrado de Monitoreo de Cultivos Ilícitos ( ). SIMCI","Córdoba En el Nudo del Paramillo serían 11 mil hectáreas las repobladas con coca, según los datos arrojados por el Sistema Integrado de Monitoreo de Cultivos Ilícitos ( ). SIMCI",,#Córdoba,,True,0,0,0,28,0,none,,,NEU,0.06684870272874832,0.6510434746742249,0.28210777044296265,Neutral,others,Otros,0.003072296269237995,0.001594108296558261,0.0043052807450294495,0.0012557223672047257,0.9768567681312561,0.007219170685857534,0.005696797277778387,neutral,Neutral Sobre SIMCI,NEU,Neutral
x-2026-02-09.csv,1873780766829928594,https://x.com/GSNoticiascol/status/1873780766829928594,https://x.com/GSNoticiascol/status/1873780766829928594/analytics,https://x.com/GSNoticiascol,GS Noticias,@GSNoticiascol,"Dec 30, 2024",2024-12-30,,"#Córdoba | En el Nudo del Paramillo serían 11 mil hectáreas las repobladas con coca, según los datos arrojados por el Sistema Integrado de Monitoreo de Cultivos Ilícitos ( ). Leer más aquí SIMCI ⬇ gsnoticias.com Nudo del Paramillo se puebla nuevamente de cultivo de coca - GS NOTICIAS.COM El Nudo del Paramillo, el cual limita entre los departamentos de Córdoba y Antioquia, se encuentra nuevamente repoblado de cultivo de coca, una situación que causa preocupación entre los pobladores,...","#Córdoba | En el Nudo del Paramillo serían 11 mil hectáreas las repobladas con coca, según los datos arrojados por el Sistema Integrado de Monitoreo de Cultivos Ilícitos ( ). Leer más aquí SIMCI ⬇ gsnoticias.com Nudo del Paramillo se puebla nuevamente de cultivo de coca - GS NOTICIAS.COM El Nudo del Paramillo, el cual limita entre los departamentos de Córdoba y Antioquia, se encuentra nuevamente repoblado de cultivo de coca, una situación que causa preocupación entre los pobladores,...","Córdoba En el Nudo del Paramillo serían 11 mil hectáreas las repobladas con coca, según los datos arrojados por el Sistema Integrado de Monitoreo de Cultivos Ilícitos ( ). Leer más aquí SIMCI gsnoticias.com Nudo del Paramillo se puebla nuevamente de cultivo de coca - GS NOTICIAS.COM El Nudo del Paramillo, el cual limita entre los departamentos de Córdoba y Antioquia, se encuentra nuevamente repoblado de cultivo de coca, una situación que causa preocupación entre los pobladores,...",,#Córdoba,⬇,True,0,0,0,23,0,none,,,NEG,0.0235322043299675,0.26550349593162537,0.7109643816947937,Negativo,others,Otros,0.01026660855859518,0.004165284801274538,0.0449790395796299,0.0012433025985956192,0.7667293548583984,0.16309481859207153,0.00952151045203209,neutral,Neutral Sobre SIMCI,NEG,Negativo
x-2026-02-08.csv,1867751973296226627,https://x.com/AliRestrepo/status/1867751973296226627,https://x.com/AliRestrepo/status/1867751973296226627/analytics,https://x.com/AliRestrepo,ALICIA RESTREPO G.,@AliRestrepo,"Dec 13, 2024",2024-12-13,,Producción de cocina pura en Colombia se disparó de...,Producción de cocina pura en Colombia se disparó de...,Producción de cocina pura en Colombia se disparó de...,,,,False,1,0,0,49,1,low,col_18,1,NEG,0.021314600482583046,0.23417609930038452,0.7445092797279358,Negativo,others,Otros,0.002846140880137682,0.0025489574763923883,0.013514225371181965,0.004614195320755243,0.9373810291290283,0.016781633719801903,0.022313764318823814,no_menciona,No Menciona SIMCI,NEG,Negativo
x-2026-02-09.csv,1866467960837026264,https://x.com/Analitico797/status/1866467960837026264,https://x.com/Analitico797/status/1866467960837026264/analytics,https://x.com/Analitico797,Néstor Quiroz.,@Analitico797,"Dec 10, 2024",2024-12-10,Replying to @mbuenop1 and @petrogustavo,"@mbuenop1 @petrogustavo Ud. Tiene datos errados producción x mes 180 Tn métricas x año 2160Tn le sugiero leer SIMCI es la estadística q yo coloco y Ud imagino lee Facebook o wikipedia lo cual no le da la profundidad q se requiere, difícil defender lo indefendible, y él gob de Duque fue ineficaz e inepto","@mbuenop1 @petrogustavo Ud. Tiene datos errados producción x mes 180 Tn métricas x año 2160Tn le sugiero leer SIMCI es la estadística q yo coloco y Ud imagino lee Facebook o wikipedia lo cual no le da la profundidad q se requiere, difícil defender lo indefendible, y él gob de Duque fue ineficaz e inepto","Ud. Tiene datos errados producción x mes 180 Tn métricas x año 2160Tn le sugiero leer SIMCI es la estadística q yo coloco y Ud imagino lee Facebook o wikipedia lo cual no le da la profundidad q se requiere, difícil defender lo indefendible, y él gob de Duque fue ineficaz e inepto",@mbuenop1|@petrogustavo,,,True,0,0,0,16,0,none,,,NEG,0.004464051220566034,0.06697461009025574,0.9285613298416138,Negativo,anger,Enojo,0.9062669277191162,0.06807871162891388,0.0013986746780574322,0.0005376434419304132,0.012219071388244629,0.010565008036792278,0.0009339319658465683,anti_simci,En Contra De SIMCI,NEG,Negativo
x-2026-02-09.csv,1862903447277674990,https://x.com/elbrunom/status/1862903447277674990,https://x.com/elbrunom/status/1862903447277674990/analytics,https://x.com/elbrunom,Bruno Madrigal,@elbrunom,"Nov 30, 2024",2024-11-30,Replying to @MajoDoriaT,"@MajoDoriaT Jamás en ningún gobierno habían subido tanto las siembras de coca.. Pa los petristas.. la ecuación es simple.. a mayor siembra, mayor cosecha, mayor producción, mayor incautación.. Urgente: producción de cocaína pura en Colombia se disparó: de 1.738 toneladas en 2022 pasó a 2.664... From eltiempo.com","@MajoDoriaT Jamás en ningún gobierno habían subido tanto las siembras de coca.. Pa los petristas.. la ecuación es simple.. a mayor siembra, mayor cosecha, mayor producción, mayor incautación.. Urgente: producción de cocaína pura en Colombia se disparó: de 1.738 toneladas en 2022 pasó a 2.664... From eltiempo.com","Jamás en ningún gobierno habían subido tanto las siembras de coca.. Pa los petristas.. la ecuación es simple.. a mayor siembra, mayor cosecha, mayor producción, mayor incautación.. Urgente: producción de cocaína pura en Colombia se disparó: de 1.738 toneladas en 2022 pasó a 2.664... From eltiempo.com",@MajoDoriaT,,,False,0,0,0,15,0,none,,,NEG,0.03246905654668808,0.32324329018592834,0.6442877054214478,Negativo,others,Otros,0.21199533343315125,0.03125647082924843,0.014492472633719444,0.006366275716573,0.6196772456169128,0.07347963750362396,0.042732544243335724,no_menciona,No Menciona SIMCI,NEG,Negativo
x-2026-02-09.csv,1862695999216504968,https://x.com/RazonVertical/status/1862695999216504968,https://x.com/RazonVertical/status/1862695999216504968/analytics,https://x.com/RazonVertical,Razón Vertical,@RazonVertical,"Nov 29, 2024",2024-11-29,Replying to @osfersocu and @CasandroMartell,"@osfersocu @CasandroMartell Con mucho gusto caballero: Los datos son del Sistema Integrado de Monitoreo de Cultivos Ilícitos ( SIMCI ) de la Oficina de las Naciones Unidas contra la Droga y el Delito (ONUDD) Cultivos de coca en Colombia crecieron, pero la producción de cocaína explotó, según las últimas... From insightcrime.org","@osfersocu @CasandroMartell Con mucho gusto caballero: Los datos son del Sistema Integrado de Monitoreo de Cultivos Ilícitos ( SIMCI ) de la Oficina de las Naciones Unidas contra la Droga y el Delito (ONUDD) Cultivos de coca en Colombia crecieron, pero la producción de cocaína explotó, según las últimas... From insightcrime.org","Con mucho gusto caballero: Los datos son del Sistema Integrado de Monitoreo de Cultivos Ilícitos ( SIMCI ) de la Oficina de las Naciones Unidas contra la Droga y el Delito (ONUDD) Cultivos de coca en Colombia crecieron, pero la producción de cocaína explotó, según las últimas... From insightcrime.org",@CasandroMartell|@osfersocu,,,True,4,2,2,63,3,high,"col_19,col_32,col_33","2,2,4",NEU,0.11746791005134583,0.6423665881156921,0.24016554653644562,Neutral,others,Otros,0.005583098623901606,0.002984455553814769,0.0024922864977270365,0.00395480589941144,0.9735574126243591,0.007152515463531017,0.004275438841432333,neutral,Neutral Sobre SIMCI,NEU,Neutral
x-2026-02-09.csv,1862527829147037877,https://x.com/Analitico797/status/1862527829147037877,https://x.com/Analitico797/status/1862527829147037877/analytics,https://x.com/Analitico797,Néstor Quiroz.,@Analitico797,"Nov 29, 2024",2024-11-29,Replying to @NachoGreiffenst,"@NachoGreiffenst Para aquellos q piensan q las incautaciones están acabado la economía ilegal del narcotrafico aquí los datos de SI oy se acerca a las 300 mil hectáreas de MCI h de coca, + producción nuevas rutas + cultivos y los incautos diciendo q esa economía ilegal está quebrada, 🇨🇴 🍃 😂 🫢","@NachoGreiffenst Para aquellos q piensan q las incautaciones están acabado la economía ilegal del narcotrafico aquí los datos de SI oy se acerca a las 300 mil hectáreas de MCI h de coca, + producción nuevas rutas + cultivos y los incautos diciendo q esa economía ilegal está quebrada, 🇨🇴 🍃 😂 🫢","Para aquellos q piensan q las incautaciones están acabado la economía ilegal del narcotrafico aquí los datos de SI oy se acerca a las 300 mil hectáreas de MCI h de coca, + producción nuevas rutas + cultivos y los incautos diciendo q esa economía ilegal está quebrada, 🫢",@NachoGreiffenst,,🇨🇴🍃😂🫢,False,0,0,0,7,0,none,,,NEG,0.012039079330861568,0.13125896453857422,0.8567019701004028,Negativo,anger,Enojo,0.691543459892273,0.18850493431091309,0.008529165759682655,0.0025055131409317255,0.04213450476527214,0.06142675131559372,0.005355700384825468,no_menciona,No Menciona SIMCI,NEG,Negativo
